age,job,marital,education,balance,housing,loan,contact,day,month,duration,campaign,previous,poutcome,purchase
58,unemployed,divorced,primary,12272,no,no,telephone,27,oct,2695,20,8,nonexistent,no
48,retired,divorced,primary,8491,yes,yes,cellular,6,mar,3772,47,3,failure,no
39,retired,divorced,primary,9944,yes,no,cellular,4,feb,2285,45,6,nonexistent,no
21,housemaid,divorced,unknown,1109,yes,no,cellular,2,dec,2324,47,0,success,no
30,entrepreneur,single,primary,10515,yes,no,telephone,30,may,3340,46,0,failure,no
62,unemployed,single,secondary,35772,yes,no,telephone,30,jan,3845,38,2,failure,no
59,unemployed,married,tertiary,20140,yes,yes,telephone,16,feb,2502,4,5,failure,no
66,blue-collar,divorced,unknown,5445,yes,yes,cellular,29,nov,487,18,9,failure,no
37,unemployed,single,secondary,31052,no,yes,cellular,6,jun,1755,29,7,nonexistent,no
94,unemployed,single,primary,42541,no,yes,cellular,14,jun,1178,36,4,failure,no
71,housemaid,divorced,secondary,40970,no,no,telephone,10,dec,1916,27,2,failure,no
53,technician,divorced,tertiary,413,no,no,telephone,24,aug,2642,1,1,nonexistent,yes
18,housemaid,married,secondary,16027,no,no,cellular,4,sep,2087,35,9,success,yes
32,technician,married,primary,5235,yes,yes,cellular,24,sep,1625,5,7,nonexistent,no
94,housemaid,single,tertiary,7319,yes,yes,telephone,7,jul,1041,6,8,success,yes
34,unemployed,married,primary,26048,no,yes,telephone,17,dec,1202,36,6,success,no
41,housemaid,single,primary,28372,no,no,cellular,5,oct,931,5,5,nonexistent,yes
75,unemployed,married,unknown,4335,no,yes,telephone,14,jan,2062,44,9,failure,no
89,unemployed,divorced,tertiary,26354,yes,yes,telephone,16,apr,2382,32,1,nonexistent,no
40,retired,married,tertiary,47795,yes,yes,telephone,8,jul,759,39,1,failure,no
63,admin.,single,primary,25354,no,yes,telephone,16,feb,2209,45,5,nonexistent,no
89,technician,married,secondary,38985,yes,no,telephone,6,dec,1367,31,8,success,no
25,student,single,tertiary,41005,no,yes,cellular,25,sep,390,40,8,nonexistent,no
76,entrepreneur,single,secondary,46734,no,no,cellular,11,jan,3662,45,8,success,no
76,entrepreneur,married,secondary,34705,yes,no,telephone,23,sep,3501,44,2,nonexistent,no
30,housemaid,married,tertiary,2807,no,no,cellular,2,jul,3042,42,2,nonexistent,no
56,admin.,single,secondary,12950,yes,yes,telephone,1,oct,2970,10,8,failure,no
45,blue-collar,divorced,tertiary,4336,no,no,cellular,28,jun,3849,31,4,nonexistent,no
78,student,married,unknown,4524,no,no,cellular,9,dec,1487,8,2,failure,no
33,entrepreneur,single,tertiary,15409,yes,yes,cellular,29,jul,1360,27,6,nonexistent,no
19,services,divorced,tertiary,36490,yes,no,telephone,5,feb,1463,29,5,success,no
34,management,single,tertiary,48220,yes,no,cellular,2,oct,600,14,9,nonexistent,no
47,services,married,unknown,39898,no,yes,cellular,27,dec,2639,23,2,failure,no
30,blue-collar,single,secondary,34866,no,yes,telephone,14,feb,3369,4,5,failure,no
30,student,single,unknown,13265,no,yes,cellular,29,mar,3141,34,9,nonexistent,no
60,entrepreneur,single,secondary,7664,no,yes,cellular,20,jun,1161,41,8,success,no
38,housemaid,married,tertiary,26223,no,yes,telephone,26,jan,1416,38,1,nonexistent,no
72,management,divorced,tertiary,27830,yes,yes,cellular,13,nov,1203,27,4,failure,no
57,technician,divorced,unknown,11602,yes,yes,telephone,12,apr,561,19,9,nonexistent,no
32,entrepreneur,divorced,unknown,8517,no,no,telephone,22,aug,1060,31,4,failure,no
90,entrepreneur,divorced,unknown,14559,yes,yes,telephone,9,aug,3697,3,5,nonexistent,no
69,blue-collar,married,unknown,6095,yes,yes,telephone,24,may,2062,29,1,failure,no
91,entrepreneur,single,tertiary,45385,no,no,cellular,6,jul,2502,13,5,nonexistent,no
70,student,divorced,tertiary,48295,yes,no,telephone,4,may,3589,27,0,nonexistent,no
69,admin.,divorced,primary,20277,no,yes,cellular,30,apr,3720,43,9,nonexistent,no
47,student,married,unknown,21725,no,no,telephone,10,jun,966,32,6,success,no
50,technician,single,unknown,17894,yes,yes,telephone,5,aug,2009,46,0,failure,no
74,admin.,single,secondary,29178,yes,no,cellular,27,dec,3389,49,1,success,no
69,entrepreneur,divorced,secondary,38565,no,yes,telephone,27,oct,3156,37,3,success,no
26,entrepreneur,divorced,tertiary,-1050,no,no,telephone,4,jan,1776,3,4,success,no
71,management,single,primary,35204,no,yes,telephone,20,mar,3426,39,9,nonexistent,no
18,entrepreneur,married,unknown,33512,yes,no,telephone,24,apr,1417,6,0,failure,no
61,unemployed,single,primary,46882,no,no,cellular,4,may,262,3,0,failure,no
92,technician,single,primary,-80,no,no,telephone,13,jan,2891,13,4,success,no
26,retired,divorced,tertiary,7876,no,no,cellular,16,sep,997,11,5,success,no
49,housemaid,married,primary,19996,no,yes,telephone,11,aug,2704,27,2,success,yes
32,management,married,unknown,4419,yes,yes,telephone,19,feb,2991,2,4,success,no
29,services,married,tertiary,7160,no,no,cellular,18,may,188,40,1,failure,no
74,admin.,divorced,primary,29706,yes,no,cellular,26,sep,1416,44,7,success,no
25,retired,married,tertiary,36940,no,no,cellular,1,mar,1659,12,2,nonexistent,no
89,housemaid,married,tertiary,36698,no,no,telephone,21,may,266,47,2,success,no
44,entrepreneur,divorced,secondary,1808,no,yes,telephone,4,sep,1499,40,8,failure,no
79,student,single,tertiary,43740,no,yes,cellular,26,jun,3925,12,3,nonexistent,no
29,unemployed,married,primary,42275,yes,yes,telephone,9,may,766,23,9,failure,no
82,admin.,single,secondary,45424,yes,yes,telephone,9,aug,2746,31,2,nonexistent,no
59,admin.,married,unknown,35506,yes,yes,cellular,11,may,1489,10,4,success,no
79,admin.,single,unknown,20879,no,yes,cellular,5,sep,2589,35,5,nonexistent,no
28,technician,single,unknown,48256,no,no,cellular,21,nov,2412,6,9,failure,no
60,admin.,divorced,unknown,11604,yes,no,telephone,6,mar,2611,25,0,nonexistent,no
34,management,divorced,unknown,18773,yes,no,cellular,20,jan,1177,31,6,nonexistent,no
49,housemaid,married,primary,11808,yes,yes,cellular,29,apr,1787,30,3,nonexistent,no
57,student,married,tertiary,41465,no,yes,telephone,6,jul,3626,15,8,failure,no
40,management,divorced,secondary,11034,no,yes,cellular,8,mar,3682,46,1,nonexistent,yes
73,management,married,tertiary,1884,yes,yes,telephone,28,oct,2652,3,1,nonexistent,no
23,unemployed,married,tertiary,31500,yes,no,cellular,21,aug,1516,18,9,success,no
67,student,divorced,primary,46809,yes,no,cellular,24,feb,2841,17,1,nonexistent,no
54,unemployed,single,primary,15965,no,yes,telephone,24,sep,3993,14,9,success,no
81,admin.,married,primary,29803,no,yes,cellular,19,mar,2745,46,9,nonexistent,no
71,admin.,divorced,secondary,18063,no,yes,cellular,22,nov,3682,16,7,failure,no
89,management,married,primary,18236,no,yes,cellular,1,jun,3049,27,1,nonexistent,no
66,management,married,tertiary,29262,no,no,telephone,5,jul,3392,43,3,nonexistent,no
28,admin.,divorced,secondary,49579,yes,no,telephone,23,may,757,37,9,success,no
66,blue-collar,divorced,primary,14707,yes,yes,cellular,21,oct,3749,33,0,failure,no
38,housemaid,married,primary,34467,no,no,telephone,19,may,2770,20,3,success,no
83,technician,married,primary,3181,yes,yes,telephone,2,jan,1755,25,5,success,no
80,retired,single,tertiary,29562,no,yes,telephone,28,apr,2720,14,5,failure,no
45,entrepreneur,single,primary,39321,yes,no,telephone,16,jan,807,37,2,failure,no
34,services,divorced,tertiary,16484,yes,no,cellular,2,sep,2502,5,8,nonexistent,yes
23,student,married,secondary,27073,yes,no,cellular,9,sep,105,37,4,success,no
36,unemployed,divorced,primary,10968,no,no,cellular,18,may,353,10,8,success,no
73,student,divorced,unknown,40852,yes,no,cellular,16,may,724,10,1,failure,no
45,admin.,married,unknown,11280,no,yes,telephone,7,may,253,9,2,nonexistent,yes
83,retired,single,tertiary,754,yes,yes,cellular,9,jul,3718,14,6,failure,no
55,services,divorced,primary,15856,yes,yes,cellular,12,jun,547,33,4,nonexistent,no
54,management,divorced,primary,48258,yes,yes,cellular,19,feb,3476,29,8,nonexistent,no
85,management,married,unknown,41386,yes,yes,cellular,23,nov,285,24,1,nonexistent,yes
66,unemployed,single,secondary,29365,yes,no,cellular,1,oct,1845,6,8,success,no
60,housemaid,single,secondary,13817,yes,yes,cellular,28,mar,3867,26,7,failure,yes
53,entrepreneur,married,tertiary,27604,no,no,telephone,6,may,2731,39,4,nonexistent,no
75,housemaid,divorced,unknown,-197,no,no,telephone,27,jul,3181,44,0,failure,no
30,retired,married,tertiary,6272,no,yes,cellular,2,feb,1549,47,9,nonexistent,no
69,housemaid,married,tertiary,29450,no,yes,cellular,26,nov,3806,48,0,success,no
75,unemployed,single,secondary,13668,no,yes,cellular,17,apr,1123,3,6,failure,no
49,services,divorced,unknown,37674,no,no,telephone,21,jan,1687,48,1,success,no
77,services,divorced,tertiary,25117,yes,yes,telephone,14,jul,1891,40,0,nonexistent,no
75,services,single,secondary,19739,yes,no,cellular,13,nov,2454,46,2,success,no
73,management,divorced,secondary,42699,yes,yes,cellular,22,feb,611,32,1,success,no
45,blue-collar,divorced,primary,988,no,yes,telephone,11,aug,2098,26,2,failure,yes
18,retired,married,unknown,5204,no,yes,cellular,16,oct,3032,3,8,nonexistent,no
59,entrepreneur,married,unknown,11028,yes,no,cellular,18,dec,2660,12,8,nonexistent,no
65,retired,married,primary,6516,yes,no,telephone,20,nov,3522,14,8,success,no
57,retired,divorced,tertiary,29864,yes,no,telephone,30,jan,3552,19,5,failure,no
80,housemaid,divorced,secondary,33129,yes,yes,telephone,3,feb,543,4,2,failure,no
93,technician,divorced,secondary,48386,no,yes,cellular,1,aug,2707,12,5,failure,no
89,retired,divorced,secondary,30515,yes,no,telephone,14,may,1083,35,2,success,no
21,unemployed,single,primary,14486,no,yes,telephone,17,may,1645,23,7,nonexistent,no
55,technician,single,secondary,12774,no,no,cellular,3,nov,281,48,4,nonexistent,no
44,blue-collar,divorced,tertiary,35680,yes,yes,telephone,12,jul,2025,3,1,failure,no
26,unemployed,married,tertiary,-1254,no,no,telephone,2,apr,3988,3,4,failure,no
33,retired,married,primary,12373,no,yes,telephone,2,sep,3952,39,2,failure,no
73,student,single,tertiary,35676,yes,no,cellular,12,mar,1516,42,1,success,no
93,management,single,unknown,1691,no,yes,cellular,26,aug,2553,16,9,failure,no
48,housemaid,divorced,unknown,42445,no,no,telephone,30,mar,3021,13,9,nonexistent,no
31,admin.,divorced,secondary,23823,yes,no,cellular,21,aug,1504,19,7,failure,yes
42,entrepreneur,divorced,secondary,33832,yes,no,cellular,5,jan,332,28,8,success,no
51,entrepreneur,divorced,unknown,-281,yes,yes,cellular,28,oct,1821,38,2,nonexistent,no
84,unemployed,divorced,tertiary,49354,yes,no,telephone,23,oct,202,9,9,nonexistent,no
41,entrepreneur,married,primary,19535,yes,yes,cellular,16,jul,517,46,3,failure,no
90,technician,married,secondary,25881,no,no,cellular,5,dec,3370,17,6,success,no
43,services,divorced,secondary,4026,yes,no,cellular,30,jan,1171,7,6,nonexistent,no
37,student,married,unknown,41496,yes,no,telephone,3,feb,1013,8,1,success,no
81,admin.,divorced,unknown,12073,no,no,cellular,26,nov,3532,37,0,success,no
27,entrepreneur,divorced,primary,38505,no,yes,cellular,6,nov,3392,12,2,nonexistent,no
84,entrepreneur,single,secondary,19836,no,yes,cellular,19,dec,3638,28,1,nonexistent,no
41,unemployed,married,tertiary,5184,yes,no,cellular,12,dec,2244,2,7,success,no
22,retired,married,tertiary,-211,yes,yes,telephone,8,jan,2927,48,4,failure,no
84,management,single,unknown,28353,yes,yes,cellular,6,oct,2344,28,8,nonexistent,yes
75,housemaid,married,primary,24340,no,no,telephone,14,mar,3550,25,6,failure,yes
44,housemaid,single,unknown,45343,yes,yes,cellular,23,sep,481,27,0,nonexistent,no
32,housemaid,married,primary,25933,no,yes,telephone,29,jan,1668,35,5,failure,no
52,housemaid,divorced,tertiary,29065,no,yes,cellular,3,mar,2145,15,3,nonexistent,no
93,blue-collar,single,primary,11686,no,yes,telephone,11,feb,445,49,9,failure,no
70,admin.,divorced,tertiary,12351,no,yes,telephone,7,may,147,48,0,success,no
61,retired,divorced,primary,27258,no,no,telephone,9,dec,1807,35,1,nonexistent,yes
43,management,married,unknown,31027,no,yes,cellular,24,jul,3813,47,0,failure,no
64,management,single,tertiary,16302,yes,yes,telephone,11,jun,3722,33,9,success,no
51,unemployed,divorced,secondary,19902,no,no,cellular,13,oct,3843,44,4,failure,no
67,student,divorced,secondary,45002,yes,no,telephone,18,may,2936,42,4,nonexistent,no
29,entrepreneur,single,tertiary,22559,no,no,cellular,10,mar,1975,23,3,success,yes
21,entrepreneur,married,secondary,46034,no,yes,cellular,26,jul,1397,27,0,success,no
65,retired,divorced,tertiary,24362,no,no,telephone,29,dec,1875,38,0,nonexistent,no
72,blue-collar,married,unknown,5252,no,yes,cellular,2,sep,3954,8,6,failure,no
18,technician,single,unknown,-1901,no,no,cellular,30,feb,2983,38,9,nonexistent,no
83,services,married,primary,1905,no,no,telephone,7,jun,126,4,8,failure,yes
47,retired,single,secondary,13090,no,yes,cellular,30,dec,856,48,6,nonexistent,no
20,technician,married,secondary,33110,yes,no,cellular,15,may,1495,5,3,nonexistent,no
38,services,married,secondary,6091,no,no,cellular,10,sep,968,16,3,nonexistent,no
66,management,divorced,tertiary,3024,yes,no,telephone,12,aug,2913,18,8,failure,yes
79,blue-collar,married,unknown,9441,no,yes,cellular,20,sep,1096,45,5,failure,no
55,retired,divorced,secondary,44523,no,no,telephone,25,jul,1107,45,9,failure,no
32,housemaid,single,primary,14711,yes,yes,telephone,22,may,1507,18,1,success,no
69,management,single,secondary,40311,yes,yes,telephone,9,apr,3978,8,0,success,no
63,technician,divorced,primary,25387,no,no,telephone,27,aug,2439,29,5,failure,no
42,retired,married,secondary,289,yes,no,cellular,19,feb,3101,21,0,failure,no
38,retired,single,secondary,48517,no,no,cellular,22,jan,1062,39,2,success,no
22,unemployed,single,unknown,9354,yes,no,cellular,6,mar,1195,27,5,nonexistent,no
87,admin.,single,primary,9291,yes,no,cellular,24,jul,2763,47,4,nonexistent,no
64,management,divorced,secondary,29386,yes,no,cellular,23,jan,1739,2,8,failure,no
85,retired,single,primary,26278,yes,yes,telephone,19,may,1675,4,5,nonexistent,no
35,entrepreneur,single,primary,48560,yes,no,telephone,1,may,2001,48,2,failure,no
38,entrepreneur,single,unknown,7702,no,no,telephone,2,mar,831,12,9,success,no
40,admin.,single,unknown,30987,yes,yes,cellular,15,nov,3938,16,3,failure,no
81,retired,divorced,primary,27530,yes,no,telephone,11,jan,1307,25,4,success,no
84,housemaid,divorced,unknown,37175,yes,yes,cellular,26,may,1782,23,3,nonexistent,no
57,admin.,married,secondary,41128,no,yes,cellular,18,aug,1754,17,2,failure,no
27,admin.,single,secondary,13405,no,yes,cellular,1,sep,295,42,8,failure,no
69,technician,divorced,unknown,44359,yes,no,telephone,4,dec,1297,47,8,failure,no
89,technician,married,primary,25762,no,yes,telephone,22,jun,3763,46,4,success,no
92,student,married,secondary,1239,no,no,telephone,4,jan,2807,1,0,nonexistent,no
78,management,single,tertiary,48421,no,yes,telephone,29,may,3750,21,0,failure,no
81,services,married,primary,38310,yes,yes,telephone,4,feb,3132,36,6,nonexistent,no
22,admin.,divorced,primary,10567,yes,yes,cellular,27,jan,1884,2,2,success,no
70,technician,married,tertiary,18201,no,no,telephone,25,mar,3201,23,7,nonexistent,yes
72,blue-collar,married,tertiary,4857,no,no,telephone,18,nov,2926,40,5,failure,no
54,student,divorced,primary,-1933,yes,yes,telephone,1,oct,1441,2,5,failure,yes
73,retired,married,tertiary,7863,yes,no,cellular,7,may,3547,43,5,success,yes
76,management,married,unknown,21609,no,yes,telephone,14,sep,2707,10,5,nonexistent,yes
86,retired,married,unknown,30270,yes,yes,telephone,16,jul,1689,43,2,failure,yes
90,student,married,primary,12,no,no,cellular,15,jun,642,9,5,success,yes
76,unemployed,single,unknown,24022,yes,yes,telephone,5,sep,3643,29,2,nonexistent,no
19,entrepreneur,single,secondary,17453,yes,yes,cellular,13,jun,3634,26,4,failure,no
82,management,divorced,unknown,22050,yes,no,cellular,5,nov,3827,36,0,success,no
77,entrepreneur,married,unknown,-1710,yes,yes,telephone,18,apr,575,29,1,success,no
68,blue-collar,divorced,tertiary,37080,no,yes,telephone,29,jul,1845,4,1,success,no
47,retired,single,unknown,1679,yes,no,telephone,22,feb,3397,21,8,success,no
28,unemployed,married,primary,35419,yes,yes,cellular,5,feb,334,33,4,success,no
93,blue-collar,married,unknown,-1648,yes,yes,telephone,5,jun,2904,31,0,nonexistent,no
56,services,single,unknown,48415,yes,no,cellular,6,may,32,28,1,failure,yes
94,retired,married,primary,16210,yes,yes,cellular,14,jun,232,36,5,nonexistent,no
89,student,married,primary,35146,no,no,telephone,2,feb,1639,33,5,success,no
80,unemployed,single,tertiary,30192,no,no,telephone,15,feb,848,4,1,failure,no
81,management,divorced,secondary,48757,yes,no,cellular,16,jan,797,4,2,success,no
78,unemployed,divorced,unknown,26412,no,no,telephone,5,feb,48,33,3,success,no
71,retired,married,secondary,34166,yes,yes,cellular,27,nov,1804,14,9,failure,no
90,technician,single,tertiary,1006,no,no,telephone,16,oct,780,48,0,nonexistent,no
75,blue-collar,divorced,primary,-996,yes,yes,telephone,1,jul,2984,9,9,failure,no
73,unemployed,divorced,primary,45580,yes,yes,telephone,29,feb,3344,24,1,nonexistent,no
51,entrepreneur,married,primary,3967,no,no,telephone,29,mar,2442,25,6,success,no
48,blue-collar,divorced,tertiary,4428,yes,no,cellular,8,nov,3777,7,5,success,no
69,entrepreneur,single,unknown,32846,yes,no,cellular,1,jun,1444,46,4,nonexistent,no
93,unemployed,divorced,tertiary,16879,yes,yes,cellular,7,jun,1019,28,7,success,no
18,technician,single,primary,261,yes,yes,cellular,29,oct,714,5,2,nonexistent,no
72,blue-collar,single,unknown,26340,yes,yes,cellular,6,nov,591,46,7,nonexistent,no
39,student,married,primary,-263,no,no,cellular,8,sep,1501,13,4,failure,no
57,blue-collar,divorced,primary,30323,no,yes,telephone,5,dec,3760,2,8,success,no
18,management,married,tertiary,33864,no,no,telephone,27,nov,117,20,8,failure,no
82,unemployed,divorced,tertiary,5927,no,no,cellular,15,dec,780,12,6,failure,yes
80,services,married,secondary,33212,yes,yes,cellular,22,feb,1220,27,2,success,no
71,retired,married,primary,14720,yes,no,cellular,20,jul,2315,7,3,failure,no
59,admin.,married,unknown,17367,no,yes,cellular,26,jan,773,34,5,success,no
38,housemaid,divorced,primary,39927,yes,yes,cellular,26,jun,361,21,0,success,no
39,services,married,unknown,39631,no,yes,cellular,16,sep,1540,18,1,failure,no
55,entrepreneur,single,secondary,11056,yes,yes,telephone,17,aug,285,10,5,success,yes
25,student,divorced,primary,8862,yes,no,telephone,11,jun,3565,38,8,success,no
79,student,single,unknown,8798,no,yes,cellular,23,jun,292,39,3,success,no
64,housemaid,married,unknown,38955,no,no,cellular,2,jun,3677,44,2,success,no
34,technician,married,secondary,49747,no,yes,telephone,1,aug,2844,21,7,failure,no
34,management,single,tertiary,33738,no,yes,telephone,17,feb,1728,16,6,nonexistent,yes
30,retired,married,secondary,34037,no,no,telephone,1,nov,328,20,1,failure,no
34,services,divorced,unknown,14862,no,yes,telephone,2,sep,734,46,9,nonexistent,yes
55,admin.,single,secondary,15227,no,yes,telephone,28,oct,3636,47,3,nonexistent,no
62,blue-collar,divorced,tertiary,32393,yes,yes,cellular,17,aug,477,40,9,nonexistent,no
23,housemaid,divorced,primary,16264,no,no,telephone,29,feb,1678,24,5,success,yes
52,technician,divorced,secondary,22685,no,yes,telephone,4,nov,384,47,1,nonexistent,yes
31,student,married,secondary,23981,no,yes,telephone,12,aug,3997,21,5,success,no
89,admin.,married,primary,1480,yes,yes,telephone,29,jan,3797,44,8,success,no
78,student,single,secondary,39310,yes,no,telephone,10,jun,1657,31,3,success,no
32,unemployed,single,tertiary,13860,yes,no,telephone,10,jun,3270,10,9,failure,no
71,housemaid,divorced,unknown,1042,no,no,telephone,15,sep,3271,20,6,nonexistent,no
44,technician,married,secondary,49988,yes,no,telephone,11,sep,1107,14,8,failure,no
30,blue-collar,married,primary,4564,no,yes,telephone,7,may,1534,19,7,success,no
48,entrepreneur,married,primary,18012,no,no,telephone,10,jan,1736,30,1,failure,no
52,technician,single,secondary,41001,yes,no,telephone,19,dec,159,16,8,success,no
77,retired,married,primary,22686,no,no,cellular,25,nov,1839,22,7,failure,yes
23,blue-collar,divorced,unknown,26880,yes,no,telephone,18,jan,3173,20,4,success,no
86,services,divorced,unknown,24341,yes,yes,telephone,2,jul,2709,6,8,success,yes
75,technician,divorced,primary,15585,yes,yes,cellular,7,nov,2672,45,5,failure,no
66,blue-collar,married,secondary,41938,yes,no,telephone,29,nov,723,43,8,success,no
40,services,divorced,secondary,44841,no,no,telephone,25,apr,249,33,8,nonexistent,no
51,technician,divorced,primary,25048,yes,no,telephone,14,sep,3142,41,2,failure,no
43,admin.,single,unknown,41335,yes,no,cellular,22,mar,620,19,6,failure,no
64,entrepreneur,single,unknown,30778,no,yes,cellular,11,jun,1849,5,3,success,yes
22,admin.,married,secondary,13611,no,yes,cellular,1,sep,245,7,3,failure,yes
37,retired,married,unknown,27527,yes,no,telephone,22,apr,3313,34,6,nonexistent,no
23,blue-collar,married,tertiary,27930,yes,no,cellular,20,may,238,20,5,failure,yes
87,services,married,unknown,46775,yes,no,telephone,5,may,922,15,3,nonexistent,no
76,unemployed,married,secondary,40549,yes,no,cellular,4,may,765,38,4,failure,no
81,technician,single,unknown,48653,no,no,telephone,14,feb,2788,1,5,nonexistent,no
35,unemployed,single,unknown,22704,yes,no,cellular,3,nov,317,5,3,failure,yes
21,technician,single,primary,38673,no,no,cellular,18,feb,3639,34,7,nonexistent,no
34,retired,divorced,tertiary,34371,no,yes,telephone,18,jan,3137,21,3,success,no
31,unemployed,divorced,primary,31057,no,yes,telephone,26,jan,1318,14,9,failure,no
30,services,single,unknown,36456,yes,yes,telephone,27,apr,3299,17,3,failure,yes
24,management,single,unknown,5393,yes,no,telephone,4,mar,1362,12,9,nonexistent,no
61,admin.,married,primary,7868,no,yes,telephone,3,apr,3260,27,9,failure,no
32,services,single,tertiary,44204,yes,no,cellular,27,nov,2184,6,0,nonexistent,no
36,student,married,secondary,38373,no,no,telephone,28,dec,2005,39,5,success,no
80,housemaid,single,primary,24420,no,no,telephone,22,dec,3316,48,0,nonexistent,no
52,retired,married,unknown,42595,yes,yes,telephone,10,jun,931,25,8,failure,no
52,entrepreneur,single,unknown,17077,yes,yes,cellular,29,nov,1258,27,4,success,no
36,technician,married,secondary,27336,no,no,telephone,16,jan,745,45,1,nonexistent,no
37,services,divorced,unknown,10985,no,yes,cellular,3,aug,3412,2,8,nonexistent,no
52,unemployed,divorced,unknown,10014,no,yes,telephone,19,aug,38,22,7,success,no
49,housemaid,married,secondary,6374,yes,yes,telephone,20,jul,2244,32,3,failure,no
65,management,married,unknown,47502,yes,yes,telephone,30,dec,1809,17,2,failure,no
61,student,divorced,unknown,17970,yes,no,cellular,15,nov,3874,37,3,failure,no
41,unemployed,single,tertiary,20299,no,no,telephone,5,nov,1757,2,9,success,no
78,admin.,married,primary,23977,yes,yes,telephone,11,apr,2206,26,3,nonexistent,no
34,management,single,tertiary,25331,no,yes,cellular,9,aug,13,33,8,success,yes
88,housemaid,divorced,tertiary,3584,no,yes,telephone,13,sep,3373,1,5,nonexistent,no
67,blue-collar,divorced,unknown,10965,yes,no,cellular,11,may,2740,40,3,success,no
82,blue-collar,married,primary,17233,no,yes,telephone,21,jun,3814,43,1,nonexistent,no
49,housemaid,single,primary,18819,no,no,telephone,14,oct,92,44,8,nonexistent,no
53,blue-collar,divorced,unknown,26782,no,yes,cellular,1,aug,1187,36,6,success,no
30,retired,single,tertiary,37172,yes,yes,telephone,9,may,1837,39,4,success,no
87,services,divorced,tertiary,42927,no,no,telephone,13,dec,994,25,1,success,no
75,technician,married,tertiary,11499,no,no,telephone,2,apr,928,13,0,nonexistent,no
31,services,single,primary,18311,yes,no,cellular,29,aug,3055,39,6,success,no
54,student,single,unknown,20898,no,no,telephone,4,mar,485,36,2,nonexistent,no
85,services,married,primary,21824,yes,yes,telephone,16,jun,3762,12,7,nonexistent,no
57,services,married,tertiary,12110,yes,no,cellular,10,sep,340,21,3,success,no
76,admin.,married,primary,45707,no,no,telephone,6,jun,358,23,4,failure,no
33,technician,married,primary,20976,no,no,telephone,9,sep,1973,18,2,failure,no
79,services,divorced,unknown,3825,yes,yes,telephone,2,aug,3387,13,6,nonexistent,no
21,technician,single,unknown,1488,no,no,cellular,25,dec,477,19,3,nonexistent,no
62,entrepreneur,divorced,primary,-105,no,yes,telephone,25,sep,2834,35,0,failure,no
45,blue-collar,married,secondary,908,no,yes,telephone,1,oct,1761,46,4,nonexistent,no
83,unemployed,divorced,unknown,-589,no,no,cellular,12,sep,696,48,1,failure,no
48,admin.,divorced,secondary,3457,yes,yes,cellular,28,aug,3194,34,6,nonexistent,yes
20,blue-collar,single,unknown,9574,yes,no,cellular,27,sep,178,1,1,nonexistent,no
25,technician,single,tertiary,40903,no,yes,telephone,22,jul,3350,46,3,success,no
41,blue-collar,single,secondary,36216,yes,yes,cellular,28,jul,1731,22,1,failure,no
32,services,married,tertiary,25694,yes,no,telephone,22,nov,3418,28,6,nonexistent,no
60,unemployed,married,tertiary,6847,yes,no,telephone,25,apr,1787,4,2,failure,yes
48,services,single,primary,20676,no,yes,cellular,22,jan,3267,37,1,success,no
90,student,divorced,tertiary,39309,yes,no,telephone,29,jul,2788,7,1,failure,no
62,services,single,tertiary,12658,yes,no,cellular,30,aug,1391,11,1,nonexistent,no
83,unemployed,married,tertiary,21392,yes,yes,cellular,16,dec,1355,12,5,failure,no
25,management,divorced,tertiary,15527,yes,yes,cellular,2,sep,263,40,7,success,yes
88,entrepreneur,married,primary,27676,yes,yes,cellular,13,jan,170,39,6,failure,no
74,technician,single,primary,14781,no,no,telephone,8,sep,3534,35,9,failure,no
47,entrepreneur,single,tertiary,-1355,no,yes,telephone,1,jul,855,34,0,failure,no
91,student,divorced,secondary,29940,yes,no,telephone,5,jul,36,18,2,failure,no
35,entrepreneur,single,unknown,10700,no,yes,cellular,10,mar,2363,10,7,nonexistent,yes
86,blue-collar,married,secondary,21990,yes,no,cellular,3,jan,2628,15,7,failure,no
56,housemaid,married,tertiary,18516,no,no,telephone,11,jul,2413,26,8,success,yes
77,admin.,married,primary,16618,no,yes,cellular,22,oct,996,49,6,failure,no
60,unemployed,divorced,tertiary,8964,no,yes,telephone,30,aug,1623,3,4,success,yes
62,admin.,married,tertiary,29853,no,no,cellular,28,jun,3544,13,2,success,no
40,unemployed,single,primary,29190,no,yes,cellular,5,jul,1188,34,7,success,no
86,technician,divorced,secondary,-38,no,yes,telephone,12,sep,2756,47,4,success,no
23,entrepreneur,married,unknown,47961,no,no,telephone,12,aug,705,17,4,nonexistent,no
73,technician,married,tertiary,37241,yes,no,telephone,13,may,3075,1,7,failure,no
21,services,single,primary,38251,yes,yes,cellular,29,dec,3972,14,7,failure,no
40,services,single,unknown,2415,yes,yes,telephone,26,nov,1535,1,7,nonexistent,no
23,admin.,divorced,unknown,46616,yes,yes,telephone,29,apr,337,24,3,failure,yes
49,retired,married,unknown,29545,yes,yes,cellular,29,nov,2526,11,2,nonexistent,no
35,retired,married,primary,6705,no,yes,cellular,14,apr,1707,3,5,success,no
32,housemaid,single,tertiary,27766,no,no,cellular,4,apr,3386,13,4,failure,no
57,retired,divorced,primary,8704,no,yes,cellular,3,feb,1765,22,9,success,yes
90,student,single,tertiary,30119,yes,no,cellular,17,oct,737,41,4,failure,no
